event_type	system_clock	game_time	current_game	e1	e2	e3	foes	ship_alive	ship_x	ship_y	ship_vel_x	ship_vel_y	ship_orientation	mine_alive	mine_x	mine_y	fortress_alive	fortress_orientation	missile	shell	bonus	score_pnts	score_cntrl	score_vlcty	score_vlner	score_iff	score_intrvl	score_speed	score_shots	thrust_key	left_key	right_key	fire_key	iff_key	shots_key	pnts_key	configfixation_number	fix_x	fix_y
STATE	1304712787.665983	23958	1				K U W	y	306.250	393.750	0.000	0.000	90.000	n	-	-	y	180.0	""	""	None	0	0	0	0		0	0	100	n	n	n	n	n	n	n	2	554	449
STATE	1304712787.698677	23990	1				K U W	y	306.250	393.750	0.000	0.000	90.000	n	-	-	y	180.0	""	""	None	0	0	0	0		0	0	100	n	n	n	n	n	n	n	2	554	448
STATE	1304712787.731853	24023	1				K U W	y	306.250	393.750	0.000	0.000	90.000	n	-	-	y	180.0	""	""	None	0	0	0	0		0	0	100	n	n	n	n	n	n	n	2	554	447
STATE	1304712787.764801	24056	1				K U W	y	306.250	393.750	0.000	0.000	90.000	n	-	-	y	180.0	""	""	None	0	0	0	0		0	0	100	n	n	n	n	n	n	n	2	554	447
STATE	1304712787.797695	24088	1				K U W	y	306.250	393.750	0.000	0.000	90.000	n	-	-	y	180.0	""	""	None	0	0	0	0		0	0	100	n	n	n	n	n	n	n	2	554	447
EVENT	1304712787.812528	24103	1	press	thrust	None
STATE	1304712787.831845	24123	1				K U W	y	306.250	393.750	0.000	0.000	90.000	n	-	-	y	180.0	""	""	None	0	0	0	0		0	0	100	y	n	n	n	n	n	n	2	554	447
STATE	1304712787.863532	24154	1				K U W	y	306.250	393.450	0.000	0.300	90.000	n	-	-	y	180.0	""	""	None	0	0	0	0		0	0	100	y	n	n	n	n	n	n	3	501	458
STATE	1304712787.897432	24188	1				K U W	y	306.250	392.850	0.000	0.600	90.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	n	n	n	n	n	3	500	458
STATE	1304712787.931123	24222	1				K U W	y	306.250	391.950	0.000	0.900	90.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	n	n	n	n	n	3	499	457
STATE	1304712787.964310	24255	1				K U W	y	306.250	390.750	0.000	1.200	90.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	n	n	n	n	n	3	498	458
EVENT	1304712787.979046	24270	1	press	right	None
STATE	1304712787.998210	24289	1				K U W	y	306.250	389.250	0.000	1.500	90.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	3	497	457
STATE	1304712788.029959	24322	1				K U W	y	306.281	387.452	0.031	1.798	84.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	3	497	457
STATE	1304712788.062937	24355	1				K U W	y	306.375	385.360	0.094	2.092	78.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	3	496	457
STATE	1304712788.095773	24387	1				K U W	y	306.562	382.983	0.186	2.377	72.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	3	496	457
STATE	1304712788.128770	24420	1				K U W	y	306.870	380.332	0.308	2.651	66.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	3	496	457
STATE	1304712788.161929	24454	1				K U W	y	307.328	377.421	0.458	2.911	60.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	3	496	457
STATE	1304712788.194761	24486	1				K U W	y	307.963	374.267	0.635	3.154	54.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n
STATE	1304712788.227697	24519	1				K U W	y	308.799	370.890	0.836	3.377	48.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	601	455
STATE	1304712788.260503	24552	1				K U W	y	309.857	367.313	1.058	3.577	42.000	n	-	-	y	160.0	""	""	None	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	601	453
EVENT	1304712788.275192	24567	1	bonus	cue_appears	incorrect
STATE	1304712788.294637	24586	1				K U W	y	311.158	363.559	1.301	3.754	36.000	n	-	-	y	160.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	602	454
STATE	1304712788.326697	24618	1				K U W	y	312.719	359.655	1.561	3.904	30.000	n	-	-	y	160.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	603	455
STATE	1304712788.359865	24652	1				K U W	y	314.554	355.630	1.835	4.026	24.000	n	-	-	y	160.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	604	456
STATE	1304712788.393078	24685	1				K U W	y	316.675	351.511	2.120	4.118	18.000	n	-	-	y	160.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	604	456
STATE	1304712788.426281	24718	1				K U W	y	319.089	347.330	2.414	4.181	12.000	n	-	-	y	140.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	604	456
STATE	1304712788.459495	24751	1				K U W	y	321.801	343.118	2.712	4.212	6.000	n	-	-	y	140.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	604	456
EVENT	1304712788.474302	24766	1	score-	vlcty	7
EVENT	1304712788.474389	24766	1	score-	flight	7
EVENT	1304712788.474462	24766	1	score+	cntrl	6
EVENT	1304712788.474545	24766	1	score+	flight	6
STATE	1304712788.493920	24786	1				K U W	y	324.813	338.906	3.012	4.212	0.000	n	-	-	y	140.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	605	457
STATE	1304712788.524677	24816	1				K U W	y	328.124	334.725	3.311	4.181	354.000	n	-	-	y	140.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	605	457
EVENT	1304712788.538571	24830	1	bonus	cue_disappears	None
STATE	1304712788.557879	24850	1				K U W	y	331.727	330.607	3.604	4.118	348.000	n	-	-	y	140.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	604	457
STATE	1304712788.591474	24883	1				K U W	y	335.617	326.581	3.889	4.026	342.000	n	-	-	y	140.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	606	457
STATE	1304712788.624630	24916	1				K U W	y	339.780	322.677	4.163	3.904	336.000	n	-	-	y	140.0	""	""	B	0	0	0	0		0	0	100	y	n	y	n	n	n	n	4	607	457
EVENT	1304712788.638460	24930	1	press	fire	None
STATE	1304712788.658286	24950	1				K U W	y	344.203	318.924	4.423	3.754	330.000	n	-	-	y	140.0	"360.335 331.829 "	""	B	0	0	0	0		0	0	99	y	n	y	y	n	n	n	4	608	457
EVENT	1304712788.671460	24963	1	release	right	None
STATE	1304712788.690961	24983	1				K U W	y	348.869	315.346	4.666	3.577	324.000	n	-	-	y	140.0	"377.655 341.829 "	""	B	0	0	0	0		0	0	99	y	n	n	y	n	n	n	4	608	456
EVENT	1304712788.704070	24996	1	release	fire	None
STATE	1304712788.723231	25014	1				K U W	y	353.778	311.945	4.909	3.401	324.000	n	-	-	y	120.0	"394.976 351.829 "	""	B	0	0	0	0		0	0	99	y	n	n	n	n	n	n	4	609	456
STATE	1304712788.756926	25048	1				K U W	y	358.929	308.721	5.151	3.225	324.000	n	-	-	y	120.0	"412.296 361.829 "	""	B	0	0	0	0		0	0	99	y	n	n	n	n	n	n	4	610	456
EVENT	1304712788.770889	25062	1	collide	missile_0	fortress
EVENT	1304712788.771049	25062	1	score+	vlner	1
STATE	1304712788.790139	25081	1				K U W	y	364.323	305.672	5.394	3.048	324.000	n	-	-	y	120.0	""	""	B	0	0	0	1		0	0	99	y	n	n	n	n	n	n	4	611	456
STATE	1304712788.823317	25114	1				K U W	y	369.960	302.800	5.637	2.872	324.000	n	-	-	y	120.0	""	""	B	0	0	0	1		0	0	99	y	n	n	n	n	n	n	4	611	456
EVENT	1304712788.837911	25129	1	press	right	None
STATE	1304712788.857105	25148	1				K U W	y	375.839	300.104	5.879	2.696	324.000	n	-	-	y	120.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	611	455
STATE	1304712788.889093	25180	1				K U W	y	381.839	297.610	6.000	2.495	318.000	n	-	-	y	120.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	612	455
STATE	1304712788.921845	25213	1				K U W	y	387.839	295.337	6.000	2.272	312.000	n	-	-	y	100.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	612	455
STATE	1304712788.954555	25245	1				K U W	y	393.839	293.308	6.000	2.029	306.000	n	-	-	y	100.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	613	454
STATE	1304712788.988335	25279	1				K U W	y	399.839	291.539	6.000	1.770	300.000	n	-	-	y	100.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	613	454
STATE	1304712789.022023	25314	1				K U W	y	405.839	290.043	6.000	1.495	294.000	n	-	-	y	100.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	613	454
STATE	1304712789.054973	25347	1				K U W	y	411.839	288.833	6.000	1.210	288.000	n	-	-	y	100.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	614	453
STATE	1304712789.090847	25383	1				K U W	y	417.839	287.916	6.000	0.917	282.000	n	-	-	y	100.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	614	453
STATE	1304712789.121220	25413	1				K U W	y	423.839	287.298	6.000	0.618	276.000	n	-	-	y	100.0	""	""	B	0	0	0	1		0	0	99	y	n	y	n	n	n	n	4	615	453
EVENT	1304712789.136003	25428	1	press	fire	None
EVENT	1304712789.136167	25428	1	release	right	None
STATE	1304712789.155479	25447	1				K U W	y	429.839	286.980	6.000	0.318	270.000	n	-	-	y	80.0	"426.191 309.675 "	""	B	0	0	0	1		0	0	98	y	n	n	y	n	n	n	4	615	453
STATE	1304712789.187015	25479	1				K U W	y	435.839	286.961	6.000	0.018	270.000	n	-	-	y	80.0	"426.191 329.675 "	""	B	0	0	0	1		0	0	98	y	n	n	y	n	n	n	4	615	453
EVENT	1304712789.201148	25493	1	release	fire	None
STATE	1304712789.219985	25512	1				K U W	y	441.839	287.243	6.000	-0.282	270.000	n	-	-	y	80.0	"426.191 349.675 "	""	B	0	0	0	1		0	0	98	y	n	n	n	n	n	n	4	615	453
STATE	1304712789.252753	25544	1				K U W	y	447.839	287.825	6.000	-0.582	270.000	n	-	-	y	80.0	"426.191 369.675 "	""	B	0	0	0	1		0	0	98	y	n	n	n	n	n	n	4	615	453
EVENT	1304712789.266541	25558	1	collide	missile_0	fortress
EVENT	1304712789.266680	25558	1	score+	vlner	1
STATE	1304712789.285737	25577	1				K U W	y	453.839	288.706	6.000	-0.882	270.000	n	-	-	y	80.0	""	""	B	0	0	0	2		0	0	98	y	n	n	n	n	n	n	4	615	453
STATE	1304712789.318365	25610	1				K U W	y	459.839	289.888	6.000	-1.182	270.000	n	-	-	y	80.0	""	""	B	0	0	0	2		0	0	98	y	n	n	n	n	n	n	4	615	453
STATE	1304712789.351938	25644	1				K U W	y	465.839	291.370	6.000	-1.482	270.000	n	-	-	y	60.0	""	""	B	0	0	0	2		0	0	98	y	n	n	n	n	n	n	4	615	453
EVENT	1304712789.365725	25657	1	bonus	target_appears	correct
STATE	1304712789.384971	25677	1				K U W	y	471.839	293.152	6.000	-1.782	270.000	n	-	-	y	60.0	""	""	X	0	0	0	2		0	0	98	y	n	n	n	n	n	n	4	615	453
EVENT	1304712789.399544	25691	1	press	right	None
STATE	1304712789.418424	25710	1				K U W	y	477.839	295.233	6.000	-2.082	270.000	n	-	-	y	60.0	""	""	X	0	0	0	2		0	0	98	y	n	y	n	n	n	n	4	615	453
STATE	1304712789.451030	25743	1				K U W	y	483.808	297.613	5.969	-2.380	264.000	n	-	-	y	60.0	""	""	X	0	0	0	2		0	0	98	y	n	y	n	n	n	n	4	615	453
STATE	1304712789.484766	25776	1				K U W	y	489.714	300.287	5.906	-2.673	258.000	n	-	-	y	60.0	""	""	X	0	0	0	2		0	0	98	y	n	y	n	n	n	n	5	644	438
EVENT	1304712789.497545	25789	1	score-	vlcty	7
EVENT	1304712789.497622	25789	1	score-	flight	7
EVENT	1304712789.497693	25789	1	score+	cntrl	6
EVENT	1304712789.497777	25789	1	score+	flight	6
STATE	1304712789.516982	25809	1				K U W	y	495.528	303.246	5.814	-2.959	252.000	n	-	-	y	40.0	""	""	X	0	0	0	2		0	0	98	y	n	y	n	n	n	n	5	644	436
STATE	1304712789.549973	25842	1				K U W	y	501.219	306.478	5.692	-3.233	246.000	n	-	-	y	40.0	""	""	X	0	0	0	2		0	0	98	y	n	y	n	n	n	n	5	644	436
STATE	1304712789.582984	25875	1				K U W	y	506.761	309.971	5.542	-3.493	240.000	n	-	-	y	40.0	""	""	X	0	0	0	2		0	0	98	y	n	y	n	n	n	n	5	645	436
STATE	1304712789.616170	25908	1				K U W	y	512.126	313.706	5.365	-3.735	234.000	n	-	-	y	40.0	""	""	X	0	0	0	2		0	0	98	y	n	y	n	n	n	n	5	645	436
EVENT	1304712789.630901	25923	1	release	right	None
EVENT	1304712789.630998	25923	1	press	fire	None
EVENT	1304712789.631189	25923	1	bonus	target_disappears	None
STATE	1304712789.650472	25942	1				K U W	y	517.290	317.665	5.164	-3.958	228.000	n	-	-	y	40.0	"498.901 331.909 "	""	X	0	0	0	2		0	0	97	y	n	n	y	n	n	n	5	645	436
STATE	1304712789.682607	25974	1				K U W	y	522.254	321.846	4.964	-4.181	228.000	n	-	-	y	40.0	"485.518 346.772 "	""	X	0	0	0	2		0	0	97	y	n	n	y	n	n	n	6	675	450
STATE	1304712789.715874	26007	1				K U W	y	527.017	326.250	4.763	-4.404	228.000	n	-	-	y	20.0	"472.135 361.635 "	""	X	0	0	0	2		0	0	97	y	n	n	y	n	n	n	6	675	450
EVENT	1304712789.731639	26022	1	press	right	None
EVENT	1304712789.731715	26022	1	collide	missile_0	fortress
EVENT	1304712789.731842	26023	1	score+	vlner	1
STATE	1304712789.751381	26042	1				K U W	y	531.579	330.877	4.562	-4.627	228.000	n	-	-	y	20.0	""	""	X	0	0	0	3		0	0	97	y	n	y	y	n	n	n	6	676	451
EVENT	1304712789.764257	26055	1	release	fire	None
STATE	1304712789.783535	26074	1				K U W	y	535.919	335.705	4.339	-4.828	222.000	n	-	-	y	20.0	""	""	X	0	0	0	3		0	0	97	y	n	y	n	n	n	n	6	676	451
STATE	1304712789.816331	26107	1				K U W	y	540.015	340.709	4.097	-5.004	216.000	n	-	-	y	20.0	""	""	X	0	0	0	3		0	0	97	y	n	y	n	n	n	n	6	676	451
STATE	1304712789.849283	26140	1				K U W	y	543.852	345.864	3.837	-5.154	210.000	n	-	-	y	20.0	""	""	X	0	0	0	3		0	0	97	y	n	y	n	n	n	n	6	676	451
EVENT	1304712789.863333	26154	1	release	right	None
STATE	1304712789.882385	26173	1				K U W	y	547.415	351.140	3.563	-5.276	204.000	n	-	-	y	20.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	452
STATE	1304712789.915227	26206	1				K U W	y	550.703	356.538	3.289	-5.398	204.000	n	-	-	y	0.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	452
STATE	1304712789.948126	26239	1				K U W	y	553.718	362.058	3.015	-5.520	204.000	n	-	-	y	0.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	452
STATE	1304712789.980850	26272	1				K U W	y	556.458	367.701	2.741	-5.642	204.000	n	-	-	y	0.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	452
STATE	1304712790.013645	26305	1				K U W	y	558.925	373.465	2.466	-5.764	204.000	n	-	-	y	0.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	451
STATE	1304712790.045544	26337	1				K U W	y	561.117	379.351	2.192	-5.886	204.000	n	-	-	y	0.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	675	450
STATE	1304712790.079424	26371	1				K U W	y	563.036	385.351	1.918	-6.000	204.000	n	-	-	y	0.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	450
STATE	1304712790.112463	26404	1				K U W	y	564.680	391.351	1.644	-6.000	204.000	n	-	-	y	0.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	451
STATE	1304712790.145415	26437	1				K U W	y	566.050	397.351	1.370	-6.000	204.000	n	-	-	y	340.0	""	""	X	0	0	0	3		0	0	97	y	n	n	n	n	n	n	6	676	451
EVENT	1304712790.160799	26453	1	press	right	None
EVENT	1304712790.160893	26453	1	press	fire	None
STATE	1304712790.180343	26472	1				K U W	y	567.146	403.351	1.096	-6.000	204.000	n	-	-	y	340.0	"545.495 406.503 "	""	X	0	0	0	3		0	0	96	y	n	y	y	n	n	n	6	676	451
STATE	1304712790.211416	26503	1				K U W	y	567.957	409.351	0.811	-6.000	198.000	n	-	-	y	340.0	"527.225 414.638 "	""	X	0	0	0	3		0	0	96	y	n	y	y	n	n	n	7	690	491
STATE	1304712790.244378	26536	1				K U W	y	568.475	415.351	0.517	-6.000	192.000	n	-	-	y	340.0	"508.954 422.772 "	""	X	0	0	0	3		0	0	96	y	n	y	y	n	n	n	7	691	493
STATE	1304712790.277166	26569	1				K U W	y	568.694	421.351	0.219	-6.000	186.000	n	-	-	y	340.0	"490.683 430.907 "	""	X	0	0	0	3		0	0	96	y	n	y	y	n	n	n	7	692	493
STATE	1304712790.310326	26602	1				K U W	y	568.613	427.351	-0.081	-6.000	180.000	n	-	-	y	340.0	"472.412 439.042 "	""	X	0	0	0	3		0	0	96	y	n	y	y	n	n	n	7	692	494
EVENT	1304712790.324298	26616	1	release	fire	None
STATE	1304712790.343596	26635	1				K U W	y	568.233	433.320	-0.379	-5.969	174.000	n	-	-	y	340.0	"454.141 447.177 "	""	X	0	0	0	3		0	0	96	y	n	y	n	n	n	n	7	692	494
STATE	1304712790.376807	26669	1				K U W	y	567.561	439.226	-0.673	-5.906	168.000	n	-	-	y	320.0	"435.870 455.311 "	""	X	0	0	0	3		0	0	96	y	n	y	n	n	n	n	7	692	495
STATE	1304712790.410200	26702	1				K U W	y	566.603	445.040	-0.958	-5.814	162.000	n	-	-	y	320.0	"417.599 463.446 "	""	X	0	0	0	3		0	0	96	y	n	y	n	n	n	n	7	692	495
EVENT	1304712790.424172	26716	1	release	right	None
STATE	1304712790.443534	26735	1				K U W	y	565.370	450.731	-1.232	-5.692	156.000	n	-	-	y	320.0	"399.328 471.581 "	""	X	0	0	0	3		0	0	96	y	n	n	n	n	n	n	7	692	495
EVENT	1304712790.457333	26749	1	bonus	cue_appears	incorrect
STATE	1304712790.476744	26768	1				K U W	y	563.864	456.301	-1.506	-5.570	156.000	n	-	-	y	320.0	"381.057 479.716 "	""	B	0	0	0	3		0	0	96	y	n	n	n	n	n	n	7	693	495
STATE	1304712790.508449	26800	1				K U W	y	562.084	461.748	-1.780	-5.447	156.000	n	-	-	y	320.0	"362.786 487.850 "	""	B	0	0	0	3		0	0	96	y	n	n	n	n	n	n	7	692	495
EVENT	1304712790.523270	26815	1	score-	vlcty	7
EVENT	1304712790.523351	26815	1	score-	flight	7
EVENT	1304712790.523421	26815	1	score+	cntrl	6
EVENT	1304712790.523503	26815	1	score+	flight	6
STATE	1304712790.542767	26834	1				K U W	y	560.030	467.074	-2.054	-5.325	156.000	n	-	-	y	320.0	"344.515 495.985 "	""	B	0	0	0	3		0	0	96	y	n	n	n	n	n	n	7	692	495
STATE	1304712790.574820	26867	1				K U W	y	557.701	472.277	-2.328	-5.203	156.000	n	-	-	y	320.0	"326.245 504.120 "	""	B	0	0	0	3		0	0	96	y	n	n	n	n	n	n	7	693	495
STATE	1304712790.607828	26900	1				K U W	y	555.099	477.359	-2.602	-5.081	156.000	n	-	-	y	320.0	"307.974 512.255 "	""	B	0	0	0	3		0	0	96	y	n	n	n	n	n	n	7	692	494
EVENT	1304712790.622470	26914	1	press	fire	None
STATE	1304712790.642354	26934	1				K U W	y	552.222	482.318	-2.877	-4.959	156.000	n	-	-	y	320.0	"289.703 520.389 534.544 468.207 "	""	B	0	0	0	3		0	0	95	y	n	n	y	n	n	n	7	692	495
EVENT	1304712790.655341	26947	1	release	fire	None
STATE	1304712790.674663	26966	1				K U W	y	549.072	487.156	-3.151	-4.837	156.000	n	-	-	y	300.0	"271.432 528.524 516.273 460.073 "	""	B	0	0	0	3		0	0	95	y	n	n	n	n	n	n	7	692	495
STATE	1304712790.706794	26999	1				K U W	y	545.647	491.871	-3.425	-4.715	156.000	n	-	-	y	300.0	"253.161 536.659 498.002 451.938 "	""	B	0	0	0	3		0	0	95	y	n	n	n	n	n	n	7	692	495
EVENT	1304712790.720487	27011	1	bonus	cue_disappears	None
STATE	1304712790.739767	27030	1				K U W	y	541.948	496.464	-3.699	-4.593	156.000	n	-	-	y	300.0	"234.890 544.793 479.731 443.803 "	""	B	0	0	0	3		0	0	95	y	n	n	n	n	n	n	7	692	495
STATE	1304712790.772892	27064	1				K U W	y	537.975	500.936	-3.973	-4.471	156.000	n	-	-	y	300.0	"216.619 552.928 461.460 435.668 "	""	B	0	0	0	3		0	0	95	y	n	n	n	n	n	n	7	692	495
STATE	1304712790.805810	27097	1				K U W	y	533.729	505.285	-4.247	-4.349	156.000	n	-	-	y	300.0	"198.348 561.063 443.189 427.534 "	""	B	0	0	0	3		0	0	95	y	n	n	n	n	n	n	7	692	496
STATE	1304712790.838822	27130	1				K U W	y	529.208	509.512	-4.521	-4.227	156.000	n	-	-	y	300.0	"180.077 569.198 424.919 419.399 "	""	B	0	0	0	3		0	0	95	y	n	n	n	n	n	n	7	692	496
