event_type	system_clock	game_time	current_game	e1	e2	e3	foes	ship_alive	ship_x	ship_y	ship_vel_x	ship_vel_y	ship_orientation	distance	mine_alive	mine_x	mine_y	fortress_alive	fortress_orientation	missile	shell	bonus	score_pnts	score_cntrl	score_vlcty	score_vlner	score_iff	score_intrvl	score_speed	score_shots	score_flight	score_fortress	score_mine	score_bonus	thrust_key	left_key	right_key	fire_key	iff_key	shots_key	pnts_key	configfixation_number	fix_x	fix_y
STATE	1305128545.839874	23652	1				N Q V	y	306.250	393.750	0.000	0.000	90.000	136	n	-	-	y	180.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	n	n	n	n	n	n	n	2	582	528
STATE	1305128545.872949	23685	1				N Q V	y	306.250	393.750	0.000	0.000	90.000	136	n	-	-	y	180.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	n	n	n	n	n	n	n	2	582	527
EVENT	1305128545.887946	23700	1	press	thrust	None
STATE	1305128545.907337	23720	1				N Q V	y	306.250	393.750	0.000	0.000	90.000	136	n	-	-	y	180.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	2	582	526
STATE	1305128545.938640	23751	1				N Q V	y	306.250	393.450	0.000	0.300	90.000	136	n	-	-	y	180.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	2	582	526
STATE	1305128545.972566	23785	1				N Q V	y	306.250	392.850	0.000	0.600	90.000	136	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	2	582	525
EVENT	1305128545.986402	23799	1	press	right	None
STATE	1305128546.005971	23819	1				N Q V	y	306.250	391.950	0.000	0.900	90.000	136	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	2	582	525
STATE	1305128546.037295	23850	1				N Q V	y	306.281	390.752	0.031	1.198	84.000	136	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	2	582	525
STATE	1305128546.069384	23883	1				N Q V	y	306.375	389.260	0.094	1.492	78.000	136	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	2	582	525
STATE	1305128546.102519	23916	1				N Q V	y	306.562	387.483	0.186	1.777	72.000	136	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	2	582	525
STATE	1305128546.135626	23949	1				N Q V	y	306.870	385.432	0.308	2.051	66.000	136	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	3	497	464
STATE	1305128546.168861	23982	1				N Q V	y	307.328	383.121	0.458	2.311	60.000	136	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	3	496	463
STATE	1305128546.202010	24014	1				N Q V	y	307.963	380.567	0.635	2.554	54.000	135	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	3	496	464
STATE	1305128546.236477	24049	1				N Q V	y	308.799	377.790	0.836	2.777	48.000	135	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	3	495	464
STATE	1305128546.268660	24081	1				N Q V	y	309.857	374.813	1.058	2.977	42.000	134	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	3	495	464
EVENT	1305128546.282738	24095	1	release	right	None
STATE	1305128546.301990	24114	1				N Q V	y	311.158	371.659	1.301	3.154	36.000	133	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	3	495	464
STATE	1305128546.334415	24147	1				N Q V	y	312.702	368.329	1.544	3.330	36.000	132	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n
STATE	1305128546.367610	24180	1				N Q V	y	314.489	364.823	1.787	3.506	36.000	131	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	4	584	496
STATE	1305128546.400870	24213	1				N Q V	y	316.518	361.140	2.029	3.683	36.000	130	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	4	584	496
STATE	1305128546.434031	24246	1				N Q V	y	318.790	357.281	2.272	3.859	36.000	129	n	-	-	y	160.0	""	""	None	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	4	584	496
EVENT	1305128546.448133	24260	1	bonus	cue_appears	correct
STATE	1305128546.467689	24280	1				N Q V	y	321.305	353.246	2.515	4.035	36.000	128	n	-	-	y	160.0	""	""	A	0	0	0	0	-	0	0	100	0	0	0	0	y	n	n	n	n	n	n	4	585	496
EVENT	1305128546.482340	24295	1	press	right	None
STATE	1305128546.502282	24314	1				N Q V	y	324.062	349.034	2.757	4.212	36.000	126	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	4	585	495
STATE	1305128546.533483	24346	1				N Q V	y	327.080	344.672	3.017	4.362	30.000	125	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	4	585	495
STATE	1305128546.566611	24379	1				N Q V	y	330.371	340.188	3.291	4.484	24.000	124	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	4	585	495
STATE	1305128546.599604	24412	1				N Q V	y	333.947	335.612	3.577	4.576	18.000	123	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	4	585	495
STATE	1305128546.632746	24445	1				N Q V	y	337.817	330.973	3.870	4.639	12.000	122	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	0	0	0	0	y	n	y	n	n	n	n	5	609	443
EVENT	1305128546.646670	24459	1	score+	flight	12.1046932778
EVENT	1305128546.646773	24459	1	score-	vlcty	7
EVENT	1305128546.646842	24459	1	score-	flight	7
EVENT	1305128546.646909	24459	1	score+	cntrl	6
EVENT	1305128546.646991	24459	1	score+	flight	6
STATE	1305128546.666669	24479	1				N Q V	y	341.986	326.303	4.168	4.670	6.000	121	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	609	443
STATE	1305128546.698681	24511	1				N Q V	y	346.454	321.633	4.468	4.670	0.000	120	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	610	442
EVENT	1305128546.712625	24525	1	bonus	cue_disappears	None
STATE	1305128546.731904	24544	1				N Q V	y	351.221	316.994	4.767	4.639	354.000	119	n	-	-	y	140.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	610	441
STATE	1305128546.764994	24577	1				N Q V	y	356.281	312.417	5.060	4.576	348.000	118	n	-	-	y	120.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	611	441
STATE	1305128546.797995	24610	1				N Q V	y	361.627	307.934	5.346	4.484	342.000	117	n	-	-	y	120.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	611	442
STATE	1305128546.831363	24644	1				N Q V	y	367.246	303.572	5.620	4.362	336.000	117	n	-	-	y	120.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	612	441
STATE	1305128546.863558	24676	1				N Q V	y	373.126	299.360	5.879	4.212	330.000	116	n	-	-	y	120.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	612	441
STATE	1305128546.896526	24709	1				N Q V	y	379.126	295.325	6.000	4.035	324.000	116	n	-	-	y	120.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	612	441
STATE	1305128546.929318	24742	1				N Q V	y	385.126	291.490	6.000	3.835	318.000	116	n	-	-	y	100.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	613	441
STATE	1305128546.962288	24774	1				N Q V	y	391.126	287.878	6.000	3.612	312.000	117	n	-	-	y	100.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	613	441
STATE	1305128546.996301	24808	1				N Q V	y	397.126	284.509	6.000	3.369	306.000	117	n	-	-	y	100.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	613	441
STATE	1305128547.028384	24842	1				N Q V	y	403.126	281.400	6.000	3.109	300.000	118	n	-	-	y	100.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	614	441
STATE	1305128547.061733	24875	1				N Q V	y	409.126	278.565	6.000	2.835	294.000	119	n	-	-	y	100.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	614	441
STATE	1305128547.095617	24909	1				N Q V	y	415.126	276.015	6.000	2.550	288.000	120	n	-	-	y	100.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	614	441
STATE	1305128547.127851	24941	1				N Q V	y	421.126	273.759	6.000	2.256	282.000	121	n	-	-	y	100.0	""	""	A	0	0	0	0	-	0	0	100	11	0	0	0	y	n	y	n	n	n	n	5	614	441
EVENT	1305128547.142715	24956	1	press	fire	None
STATE	1305128547.162491	24976	1				N Q V	y	427.126	271.801	6.000	1.958	276.000	122	n	-	-	y	80.0	"425.804 295.767 "	""	A	0	0	0	0	-	0	0	99	11	0	0	0	y	n	y	y	n	n	n	5	615	441
STATE	1305128547.193860	25006	1				N Q V	y	433.126	270.143	6.000	1.658	270.000	123	n	-	-	y	80.0	"427.894 315.658 "	""	A	0	0	0	0	-	0	0	99	11	0	0	0	y	n	y	y	n	n	n	5	615	441
STATE	1305128547.227849	25040	1				N Q V	y	439.094	268.783	5.969	1.360	264.000	124	n	-	-	y	80.0	"429.985 335.548 "	""	A	0	0	0	0	-	0	0	99	11	0	0	0	y	n	y	y	n	n	n	5	615	441
STATE	1305128547.261124	25073	1				N Q V	y	445.001	267.717	5.906	1.066	258.000	125	n	-	-	y	80.0	"432.075 355.439 "	""	A	0	0	0	0	-	0	0	99	11	0	0	0	y	n	y	y	n	n	n	5	616	442
EVENT	1305128547.274464	25087	1	release	fire	None
EVENT	1305128547.274558	25087	1	collide	missile_0	fortress
EVENT	1305128547.274724	25087	1	score+	vlner	1
STATE	1305128547.294040	25106	1				N Q V	y	450.814	266.936	5.814	0.781	252.000	126	n	-	-	y	80.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	y	n	n	n	n	5	616	442
STATE	1305128547.327382	25140	1				N Q V	y	456.506	266.429	5.692	0.507	246.000	127	n	-	-	y	80.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	y	n	n	n	n	5	616	442
STATE	1305128547.360339	25173	1				N Q V	y	462.047	266.182	5.542	0.247	240.000	128	n	-	-	y	80.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	y	n	n	n	n	6	646	461
STATE	1305128547.393256	25205	1				N Q V	y	467.412	266.178	5.365	0.004	234.000	129	n	-	-	y	60.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	y	n	n	n	n	6	646	461
STATE	1305128547.426375	25239	1				N Q V	y	472.577	266.397	5.164	-0.219	228.000	130	n	-	-	y	60.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	y	n	n	n	n	6	646	461
EVENT	1305128547.440377	25253	1	release	right	None
STATE	1305128547.459570	25272	1				N Q V	y	477.518	266.816	4.942	-0.419	222.000	130	n	-	-	y	60.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	n	n	n	n	n	6	646	460
STATE	1305128547.492715	25305	1				N Q V	y	482.237	267.436	4.719	-0.620	222.000	131	n	-	-	y	60.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	n	n	n	n	n	6	645	459
STATE	1305128547.525815	25338	1				N Q V	y	486.733	268.257	4.496	-0.821	222.000	132	n	-	-	y	60.0	""	""	A	0	0	0	1	-	0	0	99	11	0	0	0	y	n	n	n	n	n	n	6	646	459
EVENT	1305128547.539733	25352	1	bonus	target_appears	correct
EVENT	1305128547.539803	25352	1	bonus_available	None	None
STATE	1305128547.559337	25372	1				N Q V	y	491.005	269.279	4.273	-1.022	222.000	132	n	-	-	y	60.0	""	""	X	0	0	0	1	-	0	0	99	11	0	0	0	y	n	n	n	n	n	n	6	646	459
EVENT	1305128547.573268	25385	1	press	fire	None
STATE	1305128547.592921	25405	1				N Q V	y	495.055	270.501	4.050	-1.222	222.000	133	n	-	-	y	60.0	"474.285 284.334 "	""	X	0	0	0	1	-	0	0	98	11	0	0	0	y	n	n	y	n	n	n	6	646	459
STATE	1305128547.625014	25437	1				N Q V	y	498.882	271.924	3.827	-1.423	222.000	133	n	-	-	y	60.0	"459.422 297.717 "	""	X	0	0	0	1	-	0	0	98	11	0	0	0	y	n	n	y	n	n	n	6	646	459
STATE	1305128547.658442	25471	1				N Q V	y	502.486	273.548	3.604	-1.624	222.000	133	n	-	-	y	60.0	"444.559 311.099 "	""	X	0	0	0	1	-	0	0	98	11	0	0	0	y	n	n	y	n	n	n	6	646	459
EVENT	1305128547.671882	25484	1	release	fire	None
EVENT	1305128547.671974	25484	1	score+	flight	13.3373613623
EVENT	1305128547.672094	25484	1	score+	vlcty	7
EVENT	1305128547.672204	25484	1	score+	flight	7
EVENT	1305128547.672317	25484	1	score+	cntrl	6
EVENT	1305128547.672422	25485	1	score+	flight	6
STATE	1305128547.692040	25504	1				N Q V	y	505.867	275.372	3.381	-1.825	222.000	133	n	-	-	y	60.0	"429.696 324.482 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	646	458
STATE	1305128547.724397	25537	1				N Q V	y	509.025	277.397	3.158	-2.025	222.000	133	n	-	-	y	60.0	"414.833 337.864 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	646	459
STATE	1305128547.756672	25569	1				N Q V	y	511.960	279.624	2.935	-2.226	222.000	132	n	-	-	y	40.0	"399.970 351.247 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	646	458
STATE	1305128547.789713	25602	1				N Q V	y	514.672	282.050	2.712	-2.427	222.000	132	n	-	-	y	40.0	"385.107 364.630 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	646	458
EVENT	1305128547.803567	25616	1	bonus	target_disappears	None
STATE	1305128547.823138	25635	1				N Q V	y	517.161	284.678	2.489	-2.627	222.000	131	n	-	-	y	40.0	"370.244 378.012 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	646	458
STATE	1305128547.855314	25667	1				N Q V	y	519.427	287.506	2.266	-2.828	222.000	130	n	-	-	y	40.0	"355.381 391.395 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	645	458
STATE	1305128547.888500	25701	1				N Q V	y	521.470	290.535	2.043	-3.029	222.000	129	n	-	-	y	40.0	"340.519 404.777 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	645	458
STATE	1305128547.921609	25734	1				N Q V	y	523.291	293.765	1.820	-3.230	222.000	127	n	-	-	y	40.0	"325.656 418.160 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	645	458
STATE	1305128547.954877	25767	1				N Q V	y	524.888	297.195	1.597	-3.430	222.000	126	n	-	-	y	40.0	"310.793 431.543 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	645	458
STATE	1305128547.988021	25800	1				N Q V	y	526.263	300.826	1.374	-3.631	222.000	124	n	-	-	y	40.0	"295.930 444.925 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	645	458
STATE	1305128548.021133	25834	1				N Q V	y	527.414	304.658	1.151	-3.832	222.000	122	n	-	-	y	40.0	"281.067 458.308 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	645	458
STATE	1305128548.053201	25866	1				N Q V	y	528.343	308.691	0.929	-4.033	222.000	119	n	-	-	y	40.0	"266.204 471.691 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	645	458
STATE	1305128548.086147	25899	1				N Q V	y	529.048	312.924	0.706	-4.233	222.000	117	n	-	-	y	40.0	"251.341 485.073 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	646	459
STATE	1305128548.119533	25933	1				N Q V	y	529.531	317.358	0.483	-4.434	222.000	114	n	-	-	y	40.0	"236.478 498.456 "	""	X	0	0	0	1	-	0	0	98	37	0	0	0	y	n	n	n	n	n	n	6	646	459
EVENT	1305128548.134212	25947	1	press	fire	None
STATE	1305128548.153989	25967	1				N Q V	y	529.791	321.993	0.260	-4.635	222.000	112	n	-	-	y	20.0	"221.615 511.838 512.810 332.414 "	""	X	0	0	0	1	-	0	0	97	37	0	0	0	y	n	n	y	n	n	n	6	647	459
STATE	1305128548.186300	25999	1				N Q V	y	529.827	326.829	0.037	-4.836	222.000	109	n	-	-	y	20.0	"206.752 525.221 497.947 345.797 "	""	X	0	0	0	1	-	0	0	97	37	0	0	0	y	n	n	y	n	n	n	6	647	459
STATE	1305128548.219037	26031	1				N Q V	y	529.641	331.865	-0.186	-5.036	222.000	106	n	-	-	y	20.0	"191.890 538.604 483.084 359.179 "	""	X	0	0	0	1	-	0	0	97	37	0	0	0	y	n	n	y	n	n	n	6	647	459
STATE	1305128548.252481	26065	1				N Q V	y	529.232	337.102	-0.409	-5.237	222.000	102	n	-	-	y	20.0	"177.027 551.986 468.221 372.562 "	""	X	0	0	0	1	-	0	0	97	37	0	0	0	y	n	n	y	n	n	n	6	648	460
EVENT	1305128548.266789	26079	1	release	fire	None
EVENT	1305128548.266858	26079	1	collide	missile_1	fortress
EVENT	1305128548.266983	26079	1	score+	vlner	1
STATE	1305128548.286675	26099	1				N Q V	y	528.600	342.540	-0.632	-5.438	222.000	99	n	-	-	y	20.0	"162.164 565.369 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	n	n	n	n	n	6	648	460
STATE	1305128548.318825	26131	1				N Q V	y	527.745	348.179	-0.855	-5.639	222.000	95	n	-	-	y	20.0	"147.301 578.751 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	n	n	n	n	n	6	648	460
STATE	1305128548.352202	26164	1				N Q V	y	526.667	354.018	-1.078	-5.839	222.000	92	n	-	-	y	20.0	"132.438 592.134 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	n	n	n	n	n	6	649	460
STATE	1305128548.384671	26197	1				N Q V	y	525.366	360.018	-1.301	-6.000	222.000	88	n	-	-	y	20.0	"117.575 605.517 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	n	n	n	n	n	6	649	461
STATE	1305128548.417959	26230	1				N Q V	y	523.842	366.018	-1.524	-6.000	222.000	85	n	-	-	y	0.0	"102.712 618.899 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	n	n	n	n	n	6	649	461
STATE	1305128548.451267	26263	1				N Q V	y	522.095	372.018	-1.747	-6.000	222.000	81	n	-	-	y	0.0	"87.849 632.282 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	n	n	n	n	n	6	650	461
STATE	1305128548.483573	26296	1				N Q V	y	520.126	378.018	-1.970	-6.000	222.000	78	n	-	-	y	0.0	"72.986 645.664 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	n	n	n	n	n	6	650	461
EVENT	1305128548.498245	26310	1	press	right	None
STATE	1305128548.517597	26330	1				N Q V	y	517.933	384.018	-2.193	-6.000	222.000	75	n	-	-	y	0.0	"58.124 659.047 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	y	n	n	n	n	6	650	462
STATE	1305128548.549974	26362	1				N Q V	y	515.498	390.018	-2.435	-6.000	216.000	72	n	-	-	y	0.0	"43.261 672.430 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	y	n	n	n	n	6	650	462
STATE	1305128548.583197	26395	1				N Q V	y	512.803	396.018	-2.695	-6.000	210.000	69	n	-	-	y	340.0	"28.398 685.812 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	y	n	n	n	n	6	650	462
STATE	1305128548.615275	26427	1				N Q V	y	509.833	402.018	-2.969	-6.000	204.000	67	n	-	-	y	340.0	"13.535 699.195 "	""	X	0	0	0	2	-	0	0	97	37	0	0	0	y	n	y	n	n	n	n	6	650	462
EVENT	1305128548.629377	26442	1	bounds_remove	missile	None
EVENT	1305128548.629445	26442	1	bonus	cue_appears	correct
STATE	1305128548.648826	26461	1				N Q V	y	506.579	408.018	-3.255	-6.000	198.000	65	n	-	-	y	340.0	""	""	A	0	0	0	2	-	0	0	97	37	0	0	0	y	n	y	n	n	n	n	6	650	462
